Phase,Arabinose,IPTG,eno,lhgO,yibQ,ycaC,dksA,ligB,glnL,tyrR
stationary phase,on,on,33.69229698,17.41429819,0.208539255,4.421001497,33.56890997,0.137253314,0.645325869,6.291756021
stationary phase,on,on,51.6580956,34.53608895,0.146260625,11.16777615,34.75446988,0.126956445,0.802344002,6.30670076
log phase,off,off,212.5766466,4.363371915,0.396705618,51.47170624,70.69852465,0.172891792,1.78905956,8.782919827
log phase,off,off,220.7358704,4.106115156,0.342806588,52.20879219,82.31732033,0.183689372,1.894785503,9.4713406
log phase,off,off,181.7670858,4.845247143,0.442146721,37.62024866,102.8705874,0.169337578,2.102091837,8.28551987
log phase,off,off,196.6824312,4.234647014,0.315895825,63.85388224,67.12952545,0.176586329,1.576951959,9.231533094
log phase,on,off,199.7918808,4.299465025,0.362505908,40.72436814,84.23330847,0.157711262,1.971751261,11.36838417
log phase,on,off,193.3102268,3.708519232,0.554229489,42.89517376,88.26587353,0.218179769,1.627226701,10.95398273
log phase,on,off,162.8018839,3.338386223,0.310769668,46.99738042,94.49267205,0.283625793,1.672321349,10.28735702
log phase,on,off,172.0917543,3.441341064,0.434773853,52.45947561,74.12343306,0.270962248,1.700448846,11.20549875
log phase,off,on,215.3811217,4.572417196,0.371400649,46.89429177,85.56942414,0.191536193,1.87459208,9.606807035
log phase,off,on,188.0847043,3.256242477,0.322825914,69.28142748,99.98703381,0.214833645,1.637408175,8.412495199
log phase,off,on,226.4859023,3.407718659,0.328918437,59.29667417,67.89484547,0.208210619,1.540300972,10.22621997
log phase,on,on,200.9222814,4.089890515,0.449441395,33.7188568,80.79660407,0.237788622,1.977169929,12.06418
log phase,on,on,187.6964959,3.700340644,0.476627312,25.39579783,115.2434669,0.210701557,1.427158351,10.33372522
log phase,on,on,165.664935,2.803550873,0.599635471,52.43717888,94.24469141,0.246715976,1.42002667,9.944837812
log phase,on,on,179.0405468,2.249729146,0.556197177,51.71371812,83.12739818,0.296792008,1.513266422,11.8541836
stationary phase,off,off,118.2279637,20.15034725,0.524964461,20.02444011,52.7607303,0.286425623,1.75292481,2.813546631
stationary phase,off,off,145.8503096,22.32761169,0.486656934,19.46079853,47.61101894,0.032658114,1.6489082,3.029770796
stationary phase,off,off,111.8413198,20.36002151,0.730981328,17.80554778,57.35930036,0.214797084,1.559426833,2.468494898
stationary phase,on,off,57.50041495,8.410875199,0.497503677,5.961350489,29.55422301,0.55522382,0.573519767,7.797113965
stationary phase,on,off,65.97486451,5.598776049,0.302960086,7.620595453,29.52152412,0.304477329,0.857356433,11.25392588
stationary phase,on,off,67.47774799,7.247502978,0.326857055,7.247910943,27.02651078,0.495037055,0.58737662,10.41311408
stationary phase,on,off,63.76233302,8.184725377,0.458439994,5.9663004,43.04510259,0.732196497,0.628717706,10.38892811
stationary phase,off,on,106.870084,20.46453019,0.526807222,13.87343038,57.2833537,0.225372074,1.758030958,3.263335009
stationary phase,off,on,137.6996047,20.8925102,0.74641316,17.27896093,45.14832153,0.158866238,1.578767281,3.287529708
stationary phase,off,on,137.1031147,18.55602435,0.737992629,16.59964675,44.23951471,0.156231969,1.739010612,3.372462604
stationary phase,off,on,102.5732519,21.20546209,0.980767581,14.58057314,57.7803651,0.234603711,1.561996663,3.210545814
stationary phase,on,on,55.79458629,8.621422366,0.455857708,5.583711634,34.9921544,0.340033721,0.41678419,12.29082978
stationary phase,on,on,64.48448913,8.217899023,0.270224758,7.488716738,33.5363147,0.385347248,0.543537799,11.2043386
stationary phase,on,on,64.48141342,7.51930535,0.345620948,7.007078394,30.93652482,0.49626316,0.424960536,12.18321959
stationary phase,on,on,47.71053348,5.89607818,0.234402356,5.71238916,37.38100733,0.657385099,0.607213723,12.68387328
log phase,off,off,197.7545055,4.500900485,0.434193747,46.03251021,76.20316428,0.214199738,1.979521144,9.41354326
log phase,off,off,195.2650666,5.088208024,0.30102894,80.30763352,76.09671094,0.151207236,1.979987368,6.808334431
log phase,off,off,191.2114582,4.577592999,0.360059846,44.2255326,97.27932681,0.233906971,1.966041064,8.082277217
log phase,off,off,195.3798462,5.012647661,0.377094759,44.46665201,78.92212121,0.153641868,1.893511644,8.913699355
log phase,on,off,192.3154409,4.053039226,0.536995595,34.57940948,91.96171392,0.204205099,1.867933447,11.32064242
log phase,on,off,152.7464774,3.23776664,0.323548539,55.46577421,79.65926354,0.278451881,1.619202312,9.590942558
log phase,on,off,145.5340478,2.395209873,0.662916436,25.55658135,109.316118,0.242683113,2.840505051,8.93795689
log phase,on,off,172.8063276,3.762647921,0.576290474,41.36751589,87.39722395,0.248762473,1.950932386,11.54237478
log phase,off,on,195.6920452,3.696588869,0.369520954,50.76330171,81.3253181,0.210778441,1.849271784,9.338293218
log phase,off,on,211.6183513,4.355857391,0.402844561,55.77745519,80.45193381,0.118855117,2.057483947,8.782260074
log phase,off,on,189.282297,2.737540819,0.518466818,54.87111376,110.9997918,0.175028996,1.538168612,10.0918436
log phase,off,on,197.5156766,4.05180517,0.401698497,56.90990798,79.26337806,0.173585479,1.858594604,9.279656823
log phase,on,on,168.9998816,3.549276358,0.607659899,39.47659458,83.36171541,0.161216406,2.164157514,10.96658133
log phase,on,on,187.583835,3.499605456,0.56666426,39.88685397,82.58657115,0.214507813,1.84629519,10.198754
log phase,on,on,185.3885876,3.73587662,0.57552338,26.54922485,119.4821713,0.243565757,1.782265951,11.24607504
log phase,on,on,171.5395314,3.104746295,0.560497399,39.85759281,88.55203349,0.248665909,1.691100723,12.09297976
stationary phase,off,off,117.7815751,21.72896598,0.54245471,16.61105333,55.73008391,0.371305898,1.537471636,3.326492697
stationary phase,off,off,141.4563931,21.17257295,0.76182361,19.61057905,42.16092241,0.12493364,1.506234109,2.543364425
stationary phase,off,off,137.7300549,21.92579475,1.018199246,18.05499408,51.04705155,0.168834597,1.677829987,2.852542635
stationary phase,off,off,118.5316754,21.01801933,0.824784621,16.41676565,53.65245905,0.243161882,1.355665251,3.155910899
stationary phase,on,off,59.39951927,7.905846446,0.224260532,7.038990848,29.7440284,0.741938586,0.779145161,12.10483305
stationary phase,on,off,65.69891545,6.618858605,0.42544183,7.066210879,27.43466994,0.385116684,0.524271174,13.41606447
stationary phase,on,off,59.96247345,8.066754135,0.232483444,6.549581421,25.71185315,0.503921333,0.722691391,13.53771296
stationary phase,on,off,55.22845108,6.113035555,0.218724872,5.841965741,33.02617655,0.471326323,0.666590085,12.8984317
stationary phase,off,on,137.3452229,20.06629169,0.614675496,15.24054312,43.0074778,0.143108995,1.691701658,3.2918062
stationary phase,off,on,110.4117656,26.56228763,0.752249155,13.13990034,40.55119243,0.066478799,2.024564327,3.753206725
stationary phase,off,on,118.1982716,18.36722103,0.674914756,15.81316265,55.93753323,0.253275075,1.656332153,2.786459447
stationary phase,on,on,50.81966212,7.050790001,0.227323489,5.481867859,34.45745512,0.389002761,0.441657064,13.00254974
stationary phase,on,on,68.6650623,8.289191582,0.237627653,6.279467598,25.10607955,0.346393252,0.595452151,11.40229189
log phase,off,off,199.0830045,4.510830899,0.288383579,70.56266492,75.31007712,0.198363875,1.698312709,8.821144777
log phase,off,off,209.4878151,4.356539952,0.182567097,53.79101946,80.07885839,0.183373601,2.068337792,8.87045681
log phase,off,off,204.8938427,3.673247229,0.502103976,59.52738573,87.00332777,0.192021615,1.898865947,8.84498692
log phase,off,off,211.8960815,3.878014424,0.348132449,43.36164555,86.88653025,0.173755946,1.567590686,8.875345556
log phase,on,off,175.7415599,3.356963332,0.410963835,42.87934042,81.22064678,0.218614422,1.684489967,11.72324064
log phase,on,off,196.7147845,3.871927065,0.3840308,44.87983766,82.47950061,0.192617329,1.77978412,11.62037112
log phase,on,off,176.8354052,3.510768023,0.364676023,48.45085973,93.26790498,0.281826562,1.55953617,10.83179791
log phase,on,off,154.1525366,2.695968294,0.571542099,55.72253958,101.6389417,0.249304302,1.598396728,10.27703074
log phase,off,on,208.1977157,2.909211699,0.411540166,54.51846074,83.64614034,0.242571506,1.525964805,9.955250908
log phase,off,on,200.1517478,3.833154047,0.429867642,56.42762217,83.68218468,0.20085597,1.764417216,8.868533524
log phase,off,on,184.859609,3.232562978,0.367877976,74.56671296,100.3845166,0.177557998,1.578236945,8.926261982
log phase,on,on,175.7520103,2.95817512,0.597534755,44.74194942,101.8121525,0.253123667,1.582713906,10.48728886
log phase,on,on,190.1818784,3.533475454,0.690299692,38.34538697,83.06685516,0.24655614,2.034955566,10.80822703
log phase,on,on,200.7655648,4.153089998,0.705275673,31.37606119,101.6784802,0.241377771,1.712651144,11.03325579
log phase,on,on,150.7613179,3.292890757,0.596082703,54.25035766,102.2314667,0.253031832,1.736363169,10.86552345
stationary phase,off,off,117.7608762,22.5026794,0.712084924,17.41959815,55.09288625,0.17539606,1.287301577,2.891664284
stationary phase,off,off,116.160964,21.21017559,0.701495744,17.94720397,55.83382084,0.116169728,1.386181452,2.986661935
stationary phase,off,off,138.6469744,23.7371672,0.546255662,20.83551009,45.56076637,0.119137232,1.277962826,2.780665124
stationary phase,off,off,133.4676206,19.4402968,0.746509551,23.97354489,46.34885345,0.18043072,1.399750596,3.170560909
stationary phase,on,off,59.94568683,9.425700447,0.303892629,6.397739553,33.74807614,0.505584884,0.694611723,7.993440352
stationary phase,on,off,60.93324692,8.39204472,0.282215349,6.714170106,32.67756676,0.495318315,0.595443374,7.811815475
stationary phase,on,off,69.02895438,6.605726602,0.41409223,6.698525444,28.46528739,0.595640687,0.329216183,11.24234835
stationary phase,on,off,66.74760296,7.089703064,0.422494728,7.836091866,27.39140461,0.6517825,0.614537786,11.3163427
stationary phase,off,on,104.3580875,20.23235825,0.588602994,15.34873837,55.29770237,0.20984064,1.732174526,3.492683138
stationary phase,off,on,103.1374797,20.80005172,0.579953504,14.49000837,53.61101286,0.105258131,1.97636103,3.495722568
stationary phase,off,on,132.7924855,22.57858104,0.755330914,18.47167573,44.65728387,0.089760061,1.688104646,3.056592026
stationary phase,off,on,125.9022275,20.52737926,0.678901712,17.48492466,46.78968029,0.171206286,1.541974654,3.261175209
stationary phase,on,on,46.14519422,6.927743062,0.280775789,5.753991885,35.19359692,0.455832352,0.552912324,13.06981465
stationary phase,on,on,47.42921377,6.969614764,0.223615522,5.546520896,35.77848356,0.357147073,0.695124823,13.30903902
stationary phase,on,on,64.77059921,7.244861235,0.410208937,7.053721576,29.92698397,0.476974055,0.865495779,13.46654181
stationary phase,on,on,55.82652473,7.778509988,0.286612345,5.704819889,28.98178782,0.470023811,0.663302856,14.8045871
log phase,off,off,194.0552639,3.913306854,0.311412191,69.51395564,77.06085872,0.19490246,1.482915193,8.0916008
log phase,off,off,188.4905464,5.689405498,0.381855107,40.67654818,91.42954364,0.170001143,1.852063793,9.483139822
log phase,off,off,201.4001337,4.840918886,0.248818042,86.10795409,77.91597644,0.189237727,1.878257222,7.097880342
log phase,off,off,187.8058586,4.266075793,0.411371594,48.73474008,91.8729894,0.175987848,1.833541963,8.472867598
log phase,on,off,157.9920008,2.850342131,0.296827639,50.87164854,89.14908221,0.237585,1.632688804,10.72707593
log phase,on,off,198.4647861,4.67087787,0.615811113,32.60340679,96.31217572,0.194120024,2.015045085,11.2223998
log phase,on,off,154.4044353,2.995071403,0.44148349,59.58221393,83.01988353,0.170592206,1.705713172,9.6154406
log phase,on,off,155.7514699,3.202256083,0.795287576,23.72483141,133.6191147,0.248770307,1.806072431,10.01421484
log phase,off,on,193.9832316,3.718049124,0.305357159,71.2207831,77.54082055,0.145148977,1.422507366,9.165806899
log phase,off,on,209.3794431,4.334043858,0.36144205,47.71361065,88.89768907,0.18958175,1.76625869,9.919085923
log phase,off,on,214.5361377,3.74887767,0.304186687,63.34658736,79.55464742,0.164725749,1.848222907,8.531550359
log phase,off,on,189.2801294,2.730500463,0.601563383,59.22128183,110.7287365,0.259671817,1.397299349,9.281878177
log phase,on,on,167.5247918,2.576152886,0.532265117,48.52904001,87.75295644,0.248110855,1.74249373,12.05763881
log phase,on,on,182.9519479,3.519287419,0.483000563,42.47388484,88.13087841,0.253757684,1.876802189,11.68776297
log phase,on,on,196.6732681,2.979620657,0.468625536,46.17707268,86.90517675,0.199420764,1.635620013,11.03329346
log phase,on,on,181.5807561,3.819716188,0.507997506,35.23648065,116.960957,0.21952034,1.745224333,11.53880906
stationary phase,off,off,114.4378808,19.95297423,0.81382529,15.4906458,55.41020994,0.158254796,1.57269095,2.76360905
stationary phase,off,off,123.5646416,21.77722997,1.39423131,15.90566913,47.45278493,0.241703796,1.862099408,2.816757846
stationary phase,off,off,137.2180734,23.92172523,0.774648047,19.40887287,45.42092895,0.145023008,1.300273704,3.064276741
stationary phase,off,off,128.8501245,14.68108772,0.705693194,19.78642161,38.7202713,0.201267221,1.895290292,2.800805673
stationary phase,on,off,58.12174794,8.632200882,0.370603624,7.137689548,32.35852144,0.511800859,0.659841641,9.969791542
stationary phase,on,off,61.60364111,7.787573978,0.37397665,7.684838731,28.50924486,0.505231612,0.413904984,10.96732669
stationary phase,on,off,68.10422233,7.322717659,0.171684177,7.047304926,25.97207248,0.531621999,0.829690063,12.40376029
stationary phase,on,off,63.38469696,7.535898201,0.319752347,8.228591874,27.21131312,0.540154795,0.461005582,10.42808014
stationary phase,off,on,114.5593389,20.26279215,0.86640694,13.60425597,52.8964237,0.126180553,1.617995209,3.052759281
stationary phase,off,on,115.4218068,21.071645,0.814172118,15.98977704,57.15686044,0.089309981,1.689183472,2.680602604
stationary phase,off,on,133.394927,20.10603307,0.646658454,16.68766975,44.50495312,0.100598301,1.365205172,3.30122915
stationary phase,off,on,112.8779043,23.43095019,0.660185856,14.30554381,45.41796006,0.17871432,1.851717423,3.141793272
stationary phase,on,on,53.37924192,7.767912339,0.367292084,6.699432057,36.24172689,0.464559157,0.67161981,11.42327469
stationary phase,on,on,56.60063476,7.947404349,0.299652814,5.775464311,33.62048909,0.331795503,0.547936574,11.02865014
stationary phase,on,on,69.61768016,7.978609366,0.371532332,8.505274802,30.00013191,0.341815727,0.608148775,11.05783187
stationary phase,on,on,53.63358292,8.262872747,0.406040331,7.23231008,29.34888009,0.42461734,0.730099186,12.52142013
log phase,off,off,210.6593621,4.745786997,0.308897124,87.72574003,70.67336684,0.199518327,1.756819947,7.429368236
log phase,off,off,174.342297,4.632490304,0.373388605,67.77449816,89.61326517,0.244932276,1.62157337,7.7409124
log phase,off,off,197.1262493,4.362859093,0.428639851,52.59701034,80.80579017,0.152415865,2.07146769,8.983047105
log phase,off,off,201.7376295,4.548822382,0.373808367,50.67100593,77.78961483,0.188855564,1.936683348,8.776912405
log phase,on,off,159.4128887,3.430535074,0.414100377,63.93301854,75.90291977,0.269121077,1.508217578,10.35660367
log phase,on,off,185.1925406,3.697116504,0.408679516,31.86005541,114.1076227,0.233114875,1.712561781,10.21963822
log phase,on,off,168.3435142,3.273435817,0.499457182,47.84140056,89.94651427,0.268919921,1.85646034,11.35389191
log phase,on,off,185.842195,3.925602688,0.392400327,48.28187892,92.75175795,0.270138525,1.985584316,11.71778034
log phase,off,on,205.0795671,3.744367314,0.306545328,80.49381633,78.82819018,0.179121308,1.490216174,8.015504302
log phase,off,on,186.4928099,3.137071584,0.357484181,63.05405191,104.76168,0.295673191,1.340054987,9.536620797
log phase,off,on,182.949574,3.853143894,0.312751071,67.76914526,82.55374134,0.169901269,1.650985245,8.928790998
log phase,on,on,185.3595266,2.360268736,0.455534304,51.42845352,86.89984098,0.269646647,1.4498515,10.62701568
log phase,on,on,155.3604067,3.032562691,0.683648944,45.48540342,107.8791491,0.159529165,1.591037542,11.25953125
log phase,on,on,168.127284,2.946440562,0.503264049,44.19761825,86.94836544,0.262104504,1.725476739,11.45987836
log phase,on,on,170.747088,2.990047304,0.531810583,48.11143863,91.42027805,0.31084019,1.632761664,11.2856148
stationary phase,off,off,128.3549106,24.19081078,1.140008128,20.50923714,46.74033326,0.341392808,1.745841019,3.353486946
stationary phase,off,off,120.2235197,20.32199133,0.777498376,17.61488589,48.44093619,0.167113242,1.679267714,2.988455947
stationary phase,on,off,70.5505052,7.863015353,0.409827517,7.69005477,28.58237154,0.442670296,0.637786288,10.05924848
stationary phase,on,off,74.64843045,10.01388413,0.619437174,8.535784983,28.29282836,0.59913012,0.664836917,6.094817467
stationary phase,on,off,59.98450882,8.485037827,0.410190972,7.536523114,33.46294768,0.665372164,0.468789682,10.27073503
stationary phase,on,off,68.13076986,9.957431,0.399389208,8.428134225,31.25654668,0.50515631,0.619177306,7.762109994
stationary phase,off,on,129.8514068,20.63916869,0.624995245,15.99738192,44.07861199,0.201501993,1.36644923,3.248156643
stationary phase,off,on,105.6137895,21.58166631,0.907023156,16.03633385,43.47681078,0.098028959,1.815683045,3.709080151
stationary phase,off,on,113.8715472,20.06762706,0.636214137,14.52906503,52.94028072,0.159923309,1.666172422,3.276106298
stationary phase,off,on,116.7190521,20.94508383,0.616357584,14.36319607,55.71872562,0.147662138,1.498981645,2.847236281
stationary phase,on,on,76.18912852,8.8014311,0.393977329,8.321958383,26.27079762,0.421939414,0.45577319,10.24660167
stationary phase,on,on,59.70572959,8.158674382,0.385169561,7.224232908,27.4686713,0.659113687,0.440193784,11.27033111
stationary phase,on,on,52.43515176,6.870289813,0.311816802,6.226389722,37.17184503,0.437247565,0.677087912,11.46159294
stationary phase,on,on,50.41320115,6.616416877,0.282131486,6.664705501,36.74073183,0.425316627,0.663296881,10.8398712
log phase,off,off,166.5979857,5.214174039,0.404829768,32.66053926,119.9301359,0.230918941,2.087913236,8.342974848
log phase,off,off,199.7964347,4.140414028,0.280929559,72.7843745,81.22666298,0.208890836,1.568618923,8.376354377
log phase,off,off,200.0915397,4.867413765,0.369506921,55.47065844,77.7044963,0.177314811,1.817873504,9.384302747
log phase,off,off,203.0135927,3.81256869,0.322247477,66.76985932,87.00403852,0.132586555,1.791907285,9.097011139
log phase,on,off,157.4284561,2.918840783,0.654921632,41.33077312,121.003141,0.22739277,2.069715072,10.59220234
log phase,on,off,159.6444436,3.088479406,0.477398902,45.81013059,88.21915829,0.199539771,2.253887231,11.1711215
log phase,on,off,162.129969,3.730815481,0.302082455,45.63875316,89.90742944,0.212383138,2.164556278,11.2665193
log phase,on,off,148.9590482,3.136664969,0.538119405,47.29060143,99.53393476,0.220373411,2.062593939,10.56159327
log phase,off,on,189.1414436,3.335347805,0.358448202,75.65486635,98.49779265,0.178904628,1.417406603,9.032336784
log phase,off,on,208.7894217,3.644945788,0.461947559,50.45321986,75.39653428,0.201166284,1.725739576,10.92238001
log phase,off,on,222.7761878,3.626502886,0.412629466,56.52547528,83.61176021,0.159219507,1.81973062,10.00737428
log phase,off,on,204.3743958,3.309752644,0.396689185,57.29533115,93.7772024,0.147570959,1.540106751,9.889378847
log phase,on,on,127.475496,2.536028911,0.445355621,51.27769213,100.9359093,0.314079997,1.695358955,10.91412713
log phase,on,on,159.1850491,3.349891404,0.524916019,38.78363677,90.64541674,0.234159712,2.122737308,11.55098046
log phase,on,on,157.5095238,3.001489715,0.612837456,43.1382564,92.20367527,0.253135884,2.105987237,11.34731905
log phase,on,on,173.6711301,3.293737114,0.647202652,39.6045335,96.45824993,0.180008928,2.034371122,11.34524583
stationary phase,off,off,133.6626127,21.86987861,1.066651482,21.45990408,46.75847521,0.221763715,1.622335606,2.991387407
stationary phase,off,off,114.5491603,20.60494191,0.995297202,18.24963198,58.05687403,0.23539919,1.531439876,3.007522342
stationary phase,off,off,117.6544145,22.25675595,0.859125038,18.97944036,54.88803146,0.130014193,1.426698606,3.383832439
stationary phase,off,off,144.1729896,24.16591461,0.843443648,22.76936768,43.58804625,0.116478943,1.899460462,2.7692174
stationary phase,on,off,77.09285377,15.49164891,0.15206453,14.74565142,27.42497142,0.346956504,0.834182566,4.007718878
stationary phase,on,off,81.80842795,16.3701631,0.35141914,13.72047934,37.07685339,0.400905971,0.531376634,3.668811613
stationary phase,on,off,83.5451294,17.31124317,0.366260188,13.06863895,36.44163151,0.236168702,0.960921139,3.132822721
stationary phase,on,off,91.42590865,16.6505827,0.395829999,15.61649987,29.32145842,0.362306777,0.589142324,4.097633867
stationary phase,off,on,127.5580044,18.33241474,1.040439998,19.76579837,50.52806204,0.201667064,1.727043814,3.024905075
stationary phase,off,on,105.8580927,20.12098462,0.652845924,14.21614517,57.11447384,0.234467672,1.94541177,3.251528339
stationary phase,off,on,107.0554159,20.76649267,0.71408374,15.07783805,57.44135055,0.265231949,1.336119476,3.287718821
stationary phase,off,on,134.0612685,21.42217249,0.969425677,18.56662155,46.04548185,0.145518443,1.63271693,3.335316687
stationary phase,on,on,87.24461834,18.56482028,0.459674908,15.85168627,30.92358474,0.286039807,0.639962989,6.256912088
stationary phase,on,on,75.27543093,16.83590083,0.448462598,14.50529741,35.91634663,0.330418075,0.922551629,5.642136441
stationary phase,on,on,79.17062405,18.60393662,0.455132525,14.86240275,36.44201751,0.336218995,0.736739113,5.313992303
stationary phase,on,on,91.2840533,16.82730725,0.396461856,15.55895635,29.63030715,0.44038919,0.877581733,6.261547891
log phase,off,off,198.3901914,3.519837968,0.397052636,55.56114675,92.43173437,0.124406038,1.80487186,8.857143902
log phase,off,off,149.2231555,4.058199398,0.463053605,31.55636953,122.996602,0.204327289,1.877176878,8.033832166
log phase,off,off,194.5048236,4.259424913,0.282385812,52.61569285,64.30267678,0.200522793,2.03383647,8.808159043
log phase,off,off,214.3895458,4.165326124,0.479294393,52.65805971,86.8882596,0.156701615,1.768880214,8.940885068
log phase,on,off,145.3946586,3.204331469,0.460816652,45.74519681,100.0440592,0.284458891,2.13544781,10.6502905
log phase,on,off,161.4229032,3.33382333,0.607847961,37.26378935,99.66349249,0.205296243,2.105987521,10.61586608
log phase,on,off,175.9727021,3.891355279,0.547431701,33.86671739,76.92596435,0.233492091,2.822690303,11.39729504
log phase,on,off,174.2331398,3.513632423,0.593129016,35.37352242,96.26010634,0.190990885,2.278490081,10.81881619
log phase,off,on,203.1887984,3.999143713,0.380760181,52.33281136,87.95233951,0.136374745,1.526076686,8.847996969
log phase,off,on,180.6738363,3.381742565,0.40711123,68.22388244,100.9837515,0.22766697,1.737007913,8.781451656
log phase,off,on,206.4517388,4.551444968,0.628123863,29.49276959,74.58403684,0.224808233,1.91428225,10.56984812
log phase,off,on,204.837869,3.959998562,0.515841918,47.37039831,83.53430485,0.130402429,1.870429396,8.546882008
log phase,on,on,172.7668119,3.889860529,0.652116454,29.02590577,104.593769,0.23371801,1.772833405,11.39996837
log phase,on,on,135.7510659,2.689409814,0.434507773,49.26059416,107.1716541,0.25911337,1.832832788,10.44540087
log phase,on,on,170.4805037,3.414653406,0.563476705,31.88503386,85.47364085,0.209764102,2.413205496,11.69834414
log phase,on,on,173.8333867,3.701362803,0.679133979,19.25568851,101.5752749,0.166829951,1.858235203,10.78003914
stationary phase,off,off,132.3298485,18.42348606,0.795817005,24.77173126,43.41411522,0.158659327,1.547041768,2.76586319
stationary phase,off,off,114.6807887,20.24745319,0.830132046,17.22445243,56.52732193,0.195937492,1.832015551,2.708816768
stationary phase,off,off,139.2834412,21.10230469,0.773801738,20.87792763,46.98436742,0.150716568,1.50985705,2.931590148
stationary phase,on,off,85.0805978,16.97364963,0.539351998,15.81411025,30.14693797,0.307651763,0.517777918,4.633810159
stationary phase,on,off,86.48834402,17.05019449,0.301178965,14.52576059,28.32139035,0.355862082,0.629402571,4.651895217
stationary phase,on,off,77.74482984,20.17420774,0.416183855,12.54831851,32.92401832,0.337831951,0.57076643,3.557680604
stationary phase,on,off,91.66519562,16.66569329,0.446198622,16.5569452,28.23622237,0.229563584,0.655924472,3.932621101
stationary phase,off,on,126.4102572,19.79126406,0.739724143,16.08280624,44.38344857,0.210973018,1.51044625,3.14694577
stationary phase,off,on,121.8187233,19.47329548,0.629823635,16.68846505,47.6872038,0.185968686,1.524279051,3.099960507
stationary phase,off,on,100.9894015,20.4568014,0.5868737,13.13283805,57.30928605,0.193129971,1.568436087,3.049424555
stationary phase,off,on,132.5439629,18.39793368,0.828197248,17.36486973,43.9790687,0.211195943,1.808393049,2.778223589
stationary phase,on,on,89.36017233,18.06310762,0.055962118,14.76614485,28.19705319,0.446898911,0.443433164,6.155107153
stationary phase,on,on,91.60177978,17.24606766,0.418428623,16.43614695,28.94827427,0.353898694,0.831085818,5.865748367
stationary phase,on,on,75.70896949,19.12566284,0.557685343,12.90295914,36.68982523,0.362291132,0.948950299,6.182037271
stationary phase,on,on,79.79746757,21.87413869,0.617283893,11.8140458,22.16066275,0.277977548,0.891116597,8.404061683
log phase,off,off,187.3059458,4.74739535,0.248722628,68.98688716,89.62070399,0.163700619,1.62680998,7.682782162
log phase,off,off,208.0442459,4.439005392,0.384865882,52.59006391,75.79890971,0.190896818,2.014370494,8.830667676
log phase,off,off,199.8248969,5.12470051,0.281261514,85.49571209,70.19884238,0.208223338,1.87667257,7.358112296
log phase,on,off,181.5004461,3.665046438,0.568376528,38.58070976,106.3818524,0.21613843,1.509484329,11.07054671
log phase,on,off,179.4275256,3.761204784,0.492654105,44.74663735,85.51259268,0.242254154,2.003621817,11.49988954
log phase,on,off,157.2439056,2.939208697,0.345761421,60.28839285,75.34917175,0.225771601,1.763643219,10.29282822
log phase,off,on,191.8041324,2.614030684,0.50444114,71.01758903,104.6051627,0.330899001,1.614211648,8.934692879
log phase,off,on,187.5788822,3.808245834,0.357188774,75.04174684,85.26849764,0.182798393,1.687800411,8.464772541
log phase,off,on,195.4017071,4.443766755,0.428980222,66.47234204,84.69793717,0.18074033,1.738205576,7.711628897
log phase,on,on,150.4228076,3.170418403,0.35667207,47.60178445,113.2590259,0.440806837,1.385925759,9.104158684
log phase,on,on,167.4194644,3.138060318,0.690433336,52.74619979,97.5734926,0.286708289,1.838209714,10.56379123
log phase,on,on,174.4994722,3.614193768,0.599490848,46.68974166,95.18195984,0.254424276,2.130691606,10.37766178
log phase,on,on,181.558296,3.076491045,0.532096378,54.31841001,98.20064402,0.303513085,1.77220671,9.491791491
stationary phase,off,off,137.0965424,20.15015351,0.913347202,18.66595156,45.395655,0.198199811,1.52489272,2.88636876
stationary phase,off,off,119.0344479,21.24447929,0.856937197,16.18203575,53.29548007,0.101834486,2.024004047,2.811998844
stationary phase,off,off,118.7897241,22.42058689,0.902303918,16.24169192,52.53089206,0.204553564,1.565315515,2.844737484
stationary phase,off,off,138.747647,21.01748706,0.844390007,20.16524343,46.06749074,0.211455434,1.562857044,2.968226806
stationary phase,on,off,63.90448208,6.85423108,0.268126364,7.611880821,26.71855695,0.497061352,0.725217974,9.243578143
stationary phase,on,off,60.04533584,6.988527495,0.508511548,7.785822739,33.96024488,0.805722397,0.413266528,9.286436564
stationary phase,on,off,60.84548486,8.98997054,0.369199761,8.44389884,30.94476944,0.513325871,0.569622488,9.596320636
stationary phase,on,off,70.70133705,5.471678743,0.198369999,7.464611214,26.84018363,0.426496857,0.697564831,10.83464752
stationary phase,off,on,95.14285096,31.15898247,0.796204668,6.93931783,48.67486029,0.244549356,2.463859721,3.469841356
stationary phase,off,on,111.0439408,22.38835044,0.88672961,15.51140409,54.39386108,0.227609739,1.712654904,2.856856487
stationary phase,off,on,111.1701723,23.77494369,1.011614926,13.39784744,53.70432921,0.326986643,1.27945202,3.264459059
stationary phase,off,on,129.3696151,24.71676928,0.65035267,15.07858002,45.28019343,0.150153575,1.663487102,3.219830156
stationary phase,on,on,52.80193248,8.090395285,0.469198558,5.40031206,28.9864227,0.572186329,0.857963077,15.77383479
stationary phase,on,on,49.7573182,8.465961574,0.242951272,7.300162616,33.46973441,0.441729585,0.499785473,13.6790074
stationary phase,on,on,42.302728,7.416500372,0.131769979,5.003476327,30.40418881,0.405879721,0.771042619,16.58763563
stationary phase,on,on,60.96532843,8.362055341,0.471033746,6.570933276,27.94249309,0.334360259,0.717765708,14.85151276
